               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,            0.037511,            0.011041,           0.0023949,             0.64973,             0.62933,             0.58304,             0.30297,            0.042282,            0.012781,            0.013343,            0.004588,            0.004588,            0.004588
                 166,            0.037756,            0.010816,           0.0024213,             0.78653,             0.57178,              0.6883,             0.31846,            0.042037,            0.012723,            0.012614,            0.004555,            0.004555,            0.004555
                 167,             0.03759,            0.010428,           0.0024062,             0.71602,             0.74356,             0.72711,             0.39109,            0.041793,            0.012807,            0.013101,            0.004522,            0.004522,            0.004522
                 168,             0.03741,            0.010943,           0.0025422,             0.81827,             0.75357,             0.77123,              0.3311,            0.042235,            0.012723,            0.012534,            0.004489,            0.004489,            0.004489
                 169,            0.037378,            0.010543,           0.0023514,             0.67978,             0.76465,             0.67125,             0.35104,            0.042173,            0.012866,            0.013315,            0.004456,            0.004456,            0.004456
                 170,            0.036847,             0.01058,           0.0022052,             0.87761,             0.71233,             0.76743,             0.33542,            0.041768,            0.012866,             0.01312,            0.004423,            0.004423,            0.004423
                 171,            0.037492,            0.010316,           0.0021226,             0.71374,             0.76721,             0.72717,             0.34853,            0.041971,            0.012972,            0.012815,             0.00439,             0.00439,             0.00439
                 172,            0.036985,            0.010635,            0.002187,             0.79187,             0.59662,             0.71015,             0.31767,            0.041815,            0.012831,            0.012159,            0.004357,            0.004357,            0.004357
                 173,            0.037521,             0.01045,           0.0022908,              0.7841,              0.7583,             0.76295,             0.34461,            0.041753,            0.012844,            0.012239,            0.004324,            0.004324,            0.004324
                 174,            0.037036,            0.010693,           0.0022221,             0.52567,              0.6613,             0.54819,             0.29161,            0.041679,            0.012865,            0.012791,            0.004291,            0.004291,            0.004291
                 175,            0.037046,             0.01079,            0.002341,             0.59501,             0.79217,             0.69985,             0.32603,            0.041818,            0.012941,            0.012932,            0.004258,            0.004258,            0.004258
                 176,            0.036814,            0.010616,           0.0022579,             0.64722,             0.77841,             0.72794,              0.3115,              0.0419,            0.013047,            0.012577,            0.004225,            0.004225,            0.004225
                 177,            0.037112,            0.010738,           0.0022732,             0.86055,             0.72073,             0.76734,              0.3364,             0.04188,            0.013175,            0.012781,            0.004192,            0.004192,            0.004192
                 178,            0.037301,            0.010558,           0.0024379,             0.80022,             0.57194,              0.6943,              0.3151,            0.042017,            0.013009,            0.012995,            0.004159,            0.004159,            0.004159
                 179,            0.036991,            0.010487,           0.0022636,             0.62034,             0.74498,             0.65244,              0.3167,            0.041744,            0.012887,            0.012525,            0.004126,            0.004126,            0.004126
                 180,            0.036818,            0.010799,           0.0022137,             0.61597,             0.80138,             0.71951,             0.35367,             0.04158,            0.012723,            0.012813,            0.004093,            0.004093,            0.004093
                 181,            0.036312,            0.010711,           0.0021987,             0.78237,              0.5996,             0.64793,             0.31337,            0.042048,            0.012954,            0.012668,             0.00406,             0.00406,             0.00406
                 182,            0.036461,            0.010326,           0.0021075,             0.79178,             0.59232,              0.6463,             0.30481,            0.042103,            0.013015,            0.012328,            0.004027,            0.004027,            0.004027
                 183,            0.036628,            0.010046,           0.0022028,             0.84738,             0.72941,             0.77423,              0.3255,            0.042115,            0.012882,            0.013275,            0.003994,            0.003994,            0.003994
                 184,            0.036397,             0.01039,           0.0019031,             0.84327,             0.73718,             0.77614,             0.33784,            0.042202,            0.012818,            0.013024,            0.003961,            0.003961,            0.003961
                 185,            0.036492,            0.010381,           0.0020501,             0.58351,             0.49337,             0.52584,             0.29489,             0.04187,            0.012751,            0.012452,            0.003928,            0.003928,            0.003928
                 186,            0.036159,            0.010331,           0.0021695,             0.75518,             0.60088,             0.65939,             0.32365,            0.041919,            0.012878,            0.011977,            0.003895,            0.003895,            0.003895
                 187,            0.037258,            0.010552,           0.0021945,             0.54497,             0.67331,             0.56564,             0.31127,            0.041739,             0.01278,            0.012044,            0.003862,            0.003862,            0.003862
                 188,            0.036479,            0.010195,            0.002099,             0.69831,             0.62218,             0.59108,              0.3059,            0.041986,            0.012865,             0.01242,            0.003829,            0.003829,            0.003829
                 189,            0.036436,            0.010554,           0.0020899,             0.64402,             0.77914,             0.71181,             0.33171,            0.041932,            0.012945,            0.013186,            0.003796,            0.003796,            0.003796
                 190,            0.036462,            0.010547,           0.0022109,             0.60806,             0.79895,             0.66289,             0.32335,            0.041919,            0.012866,            0.012036,            0.003763,            0.003763,            0.003763
                 191,            0.036408,            0.010437,           0.0021371,             0.60023,             0.50935,             0.54669,             0.30196,            0.041785,            0.012791,            0.011848,             0.00373,             0.00373,             0.00373
                 192,            0.036535,            0.010652,           0.0022686,             0.65349,             0.64718,             0.60209,             0.30932,            0.041796,            0.012777,            0.012625,            0.003697,            0.003697,            0.003697
                 193,            0.035835,           0.0099849,           0.0022067,              0.7517,             0.74373,             0.74045,              0.3325,            0.041879,            0.012962,            0.012391,            0.003664,            0.003664,            0.003664
                 194,            0.036556,            0.010441,           0.0020435,             0.60106,             0.79073,             0.66063,             0.32495,            0.041907,            0.012998,            0.012192,            0.003631,            0.003631,            0.003631
                 195,            0.036245,            0.010344,           0.0022874,             0.84593,             0.72769,             0.78198,             0.34517,            0.041968,              0.0128,            0.011788,            0.003598,            0.003598,            0.003598
                 196,            0.036748,            0.010347,           0.0019598,             0.82231,              0.7523,             0.78502,             0.33907,            0.041959,            0.012813,            0.011876,            0.003565,            0.003565,            0.003565
                 197,            0.036329,            0.010378,           0.0019577,             0.58165,             0.79224,             0.63928,              0.3318,            0.042037,            0.012942,            0.011882,            0.003532,            0.003532,            0.003532
                 198,            0.035901,            0.010489,           0.0019637,              0.6738,             0.75449,             0.72035,             0.32632,             0.04204,            0.012918,            0.012497,            0.003499,            0.003499,            0.003499
                 199,            0.036085,            0.010494,           0.0020959,             0.69593,             0.62311,             0.59957,              0.3207,             0.04167,            0.012871,            0.012586,            0.003466,            0.003466,            0.003466
                 200,            0.035514,            0.010126,           0.0020012,             0.78581,             0.75955,             0.78391,             0.35226,            0.041716,             0.01298,            0.012391,            0.003433,            0.003433,            0.003433
                 201,            0.035685,            0.010046,           0.0020373,             0.71425,             0.61683,             0.59258,             0.31385,            0.041823,             0.01304,            0.012163,              0.0034,              0.0034,              0.0034
                 202,            0.035175,           0.0099722,           0.0019454,             0.69204,             0.62229,             0.59067,             0.31551,            0.041737,             0.01307,            0.012586,            0.003367,            0.003367,            0.003367
                 203,            0.035496,            0.010016,           0.0017883,              0.6943,             0.63355,             0.59852,             0.31034,             0.04194,            0.012973,            0.012432,            0.003334,            0.003334,            0.003334
                 204,            0.035607,            0.010177,           0.0019964,             0.68209,             0.78652,             0.69365,             0.33187,            0.041996,            0.013069,            0.012305,            0.003301,            0.003301,            0.003301
                 205,            0.035585,            0.010361,            0.002023,             0.63234,             0.79187,             0.65586,             0.32457,            0.041983,             0.01313,            0.012319,            0.003268,            0.003268,            0.003268
                 206,            0.035025,            0.010239,           0.0019315,             0.84849,             0.73661,             0.77974,             0.32611,            0.041917,            0.013113,            0.012473,            0.003235,            0.003235,            0.003235
                 207,            0.035474,            0.010334,           0.0017732,             0.82735,             0.75867,             0.78362,             0.35248,            0.041824,            0.013013,            0.012283,            0.003202,            0.003202,            0.003202
                 208,            0.035408,            0.010121,           0.0019682,             0.83605,             0.74645,              0.7888,             0.33537,            0.041747,            0.013067,            0.011684,            0.003169,            0.003169,            0.003169
                 209,            0.035084,           0.0099137,           0.0017926,             0.69698,              0.7763,             0.69917,             0.35639,            0.041688,            0.012994,             0.01189,            0.003136,            0.003136,            0.003136
                 210,            0.035449,            0.010233,           0.0019043,             0.70194,             0.77505,              0.6954,             0.35757,            0.041892,            0.012996,            0.011981,            0.003103,            0.003103,            0.003103
                 211,            0.035263,            0.010109,           0.0018648,             0.73196,             0.75453,             0.73686,             0.32049,            0.042105,            0.013016,            0.012281,             0.00307,             0.00307,             0.00307
                 212,             0.03474,           0.0098859,           0.0016832,             0.74509,             0.74371,             0.73584,             0.35018,             0.04189,            0.013025,            0.013018,            0.003037,            0.003037,            0.003037
                 213,            0.035626,            0.010466,            0.001883,             0.63935,             0.78623,             0.65368,             0.32948,            0.041929,            0.012991,            0.013342,            0.003004,            0.003004,            0.003004
                 214,            0.034937,           0.0099545,           0.0018716,             0.56828,             0.65516,             0.56342,             0.30478,            0.042043,            0.013116,            0.013249,            0.002971,            0.002971,            0.002971
                 215,            0.034975,            0.010328,           0.0018769,             0.80687,             0.58413,             0.65263,             0.30593,            0.041954,            0.013012,            0.013345,            0.002938,            0.002938,            0.002938
                 216,            0.035454,            0.010281,           0.0017966,             0.52497,             0.65288,              0.5612,             0.30643,            0.042089,            0.013035,            0.013251,            0.002905,            0.002905,            0.002905
                 217,            0.035199,            0.010216,           0.0018468,             0.65253,             0.63211,             0.56744,             0.29765,            0.042037,            0.013058,            0.013199,            0.002872,            0.002872,            0.002872
                 218,            0.034618,           0.0099247,           0.0018919,             0.58677,             0.49233,             0.54074,             0.29664,            0.042132,            0.013029,            0.013282,            0.002839,            0.002839,            0.002839
                 219,            0.034889,           0.0099609,           0.0019106,              0.5954,             0.65155,             0.55526,              0.3079,            0.041915,            0.012892,            0.013609,            0.002806,            0.002806,            0.002806
                 220,            0.034839,            0.009802,           0.0017661,             0.67594,             0.75836,             0.71287,             0.31898,            0.041936,            0.013006,            0.013566,            0.002773,            0.002773,            0.002773
                 221,            0.034607,             0.01006,           0.0018643,             0.64138,             0.77897,             0.70976,             0.33146,             0.04173,            0.013084,            0.013093,             0.00274,             0.00274,             0.00274
                 222,            0.034848,            0.010316,           0.0019489,             0.64004,             0.77328,             0.72208,             0.33756,            0.041419,            0.012958,             0.01281,            0.002707,            0.002707,            0.002707
                 223,            0.034348,            0.010011,           0.0017899,             0.69209,             0.74726,             0.73438,             0.31963,            0.041868,            0.013163,            0.012918,            0.002674,            0.002674,            0.002674
                 224,            0.034555,           0.0098322,           0.0018232,             0.74974,             0.71567,             0.73369,             0.31912,            0.041977,            0.013166,            0.013153,            0.002641,            0.002641,            0.002641
                 225,              0.0338,           0.0096957,            0.001659,             0.66071,             0.76898,             0.71874,             0.33219,            0.041981,             0.01317,            0.013193,            0.002608,            0.002608,            0.002608
                 226,             0.03457,           0.0097577,           0.0017965,             0.80963,             0.58722,             0.64994,              0.3224,            0.041987,             0.01314,            0.013085,            0.002575,            0.002575,            0.002575
                 227,            0.033657,           0.0097559,           0.0018106,             0.74866,             0.73075,             0.73462,             0.31863,            0.042006,            0.013071,             0.01312,            0.002542,            0.002542,            0.002542
                 228,             0.03452,           0.0099172,           0.0019091,             0.66408,             0.77982,             0.65747,             0.32089,            0.041832,            0.013035,            0.012572,            0.002509,            0.002509,            0.002509
                 229,             0.03482,           0.0099296,           0.0017407,             0.73541,              0.7241,             0.73666,             0.33466,            0.041957,            0.013088,            0.012542,            0.002476,            0.002476,            0.002476
                 230,            0.034721,            0.009857,           0.0017586,             0.80159,             0.57572,             0.65345,             0.33091,            0.042201,            0.013187,            0.012577,            0.002443,            0.002443,            0.002443
                 231,            0.033794,            0.010009,           0.0015893,             0.59405,              0.4999,             0.54825,             0.30019,            0.042064,            0.013133,            0.012762,             0.00241,             0.00241,             0.00241
                 232,            0.033801,           0.0093543,           0.0017126,             0.83784,             0.74443,             0.78112,             0.33933,            0.041787,            0.013065,            0.012771,            0.002377,            0.002377,            0.002377
                 233,            0.034645,           0.0099209,           0.0018225,              0.8323,             0.74046,             0.78467,             0.34238,            0.041734,            0.013126,            0.012993,            0.002344,            0.002344,            0.002344
                 234,            0.033119,           0.0094865,           0.0017566,             0.84236,             0.72803,             0.78379,             0.35034,            0.041845,            0.013178,            0.012905,            0.002311,            0.002311,            0.002311
                 235,            0.034372,            0.009858,           0.0017027,             0.84021,             0.73772,             0.78134,             0.33591,            0.041807,            0.013114,            0.013214,            0.002278,            0.002278,            0.002278
                 236,            0.033389,           0.0097538,           0.0017832,             0.83628,             0.73771,             0.78139,             0.33333,            0.041912,            0.013156,            0.013313,            0.002245,            0.002245,            0.002245
                 237,            0.034116,           0.0095557,            0.001714,              0.6828,             0.76005,             0.71839,             0.35266,            0.041998,            0.013142,             0.01282,            0.002212,            0.002212,            0.002212
                 238,            0.033941,            0.010049,           0.0018761,             0.69282,             0.62289,             0.61152,             0.31611,            0.041935,            0.013217,            0.012968,            0.002179,            0.002179,            0.002179
                 239,            0.033956,           0.0098642,            0.001713,             0.64178,             0.62587,             0.57745,             0.30338,            0.042045,            0.013251,            0.013081,            0.002146,            0.002146,            0.002146
                 240,            0.034009,            0.009578,           0.0016285,             0.68186,             0.75911,             0.65592,             0.31465,            0.042097,            0.013304,            0.013567,            0.002113,            0.002113,            0.002113
                 241,            0.033554,           0.0094633,           0.0018171,             0.84541,             0.56599,             0.69458,             0.32609,            0.042061,            0.013377,            0.014045,             0.00208,             0.00208,             0.00208
                 242,            0.033641,           0.0095884,           0.0017559,             0.57658,             0.76396,             0.69911,             0.33505,            0.041991,            0.013316,            0.014184,            0.002047,            0.002047,            0.002047
                 243,            0.033687,           0.0096707,           0.0017729,             0.75083,             0.56611,             0.69624,             0.34288,            0.041925,            0.013261,            0.014553,            0.002014,            0.002014,            0.002014
                 244,            0.033677,            0.009507,           0.0015904,             0.70794,             0.60139,             0.63973,              0.3351,            0.041939,            0.013282,            0.014289,            0.001981,            0.001981,            0.001981
                 245,             0.03256,           0.0096842,           0.0015885,             0.75064,             0.74179,             0.69386,             0.32499,            0.041853,            0.013237,            0.013865,            0.001948,            0.001948,            0.001948
                 246,            0.032903,           0.0094173,           0.0015801,             0.75881,             0.74655,             0.69714,             0.33648,            0.041803,            0.013265,            0.013672,            0.001915,            0.001915,            0.001915
                 247,            0.033805,           0.0097287,           0.0015741,             0.70326,             0.74515,             0.65855,             0.33856,            0.041764,            0.013357,            0.013571,            0.001882,            0.001882,            0.001882
                 248,            0.033177,           0.0093874,            0.001684,             0.69549,             0.74188,             0.65346,             0.33295,            0.041755,            0.013449,            0.013754,            0.001849,            0.001849,            0.001849
                 249,            0.033697,           0.0094706,           0.0016587,             0.73924,             0.74082,             0.69399,             0.36428,            0.041753,            0.013545,             0.01385,            0.001816,            0.001816,            0.001816
                 250,            0.032573,           0.0091861,           0.0016409,             0.74353,             0.73485,             0.69255,             0.36446,            0.041824,            0.013599,            0.013558,            0.001783,            0.001783,            0.001783
                 251,            0.032911,           0.0096751,           0.0016165,             0.67805,             0.75226,             0.65359,              0.3354,            0.041938,            0.013549,             0.01369,             0.00175,             0.00175,             0.00175
                 252,            0.032876,            0.009812,           0.0015872,             0.61482,             0.64285,             0.56179,             0.30704,            0.042154,            0.013417,            0.013832,            0.001717,            0.001717,            0.001717
                 253,            0.033028,           0.0094448,           0.0017474,             0.60679,             0.64041,             0.56305,             0.31552,            0.042033,            0.013362,            0.013525,            0.001684,            0.001684,            0.001684
                 254,            0.032955,           0.0095479,           0.0016234,             0.83768,             0.73454,             0.78268,             0.35044,            0.042131,            0.013432,            0.013377,            0.001651,            0.001651,            0.001651
                 255,            0.032625,           0.0090952,           0.0015784,             0.83786,             0.72709,             0.77589,             0.36566,            0.042113,            0.013506,            0.013698,            0.001618,            0.001618,            0.001618
                 256,            0.032999,           0.0095735,           0.0016352,             0.83701,             0.73704,              0.7812,             0.37904,            0.041996,            0.013572,            0.013297,            0.001585,            0.001585,            0.001585
                 257,            0.033174,           0.0096083,            0.001581,             0.84301,             0.73597,             0.77871,             0.36772,             0.04209,            0.013576,            0.013348,            0.001552,            0.001552,            0.001552
                 258,             0.03244,           0.0092671,           0.0015769,             0.83128,               0.734,             0.77404,             0.35713,            0.042243,            0.013548,            0.013588,            0.001519,            0.001519,            0.001519
                 259,            0.032088,           0.0089747,           0.0015519,             0.73318,              0.7557,             0.73964,             0.34199,            0.042066,            0.013491,             0.01345,            0.001486,            0.001486,            0.001486
                 260,             0.03204,           0.0092652,           0.0015399,             0.83013,             0.75383,             0.78456,             0.37205,            0.041967,            0.013454,             0.01322,            0.001453,            0.001453,            0.001453
                 261,            0.033024,            0.009511,           0.0015859,             0.72701,             0.76672,             0.74267,              0.3501,            0.041794,            0.013344,            0.013259,             0.00142,             0.00142,             0.00142
                 262,            0.032803,           0.0096889,            0.001575,             0.68114,             0.76244,             0.69724,             0.34259,            0.041727,              0.0134,            0.013467,            0.001387,            0.001387,            0.001387
                 263,            0.032827,            0.009842,           0.0015271,             0.68235,              0.7536,             0.69639,             0.33825,            0.041781,            0.013408,             0.01358,            0.001354,            0.001354,            0.001354
                 264,            0.032752,            0.009589,           0.0016101,             0.75153,              0.7528,             0.70016,             0.32249,            0.041752,            0.013403,            0.013406,            0.001321,            0.001321,            0.001321
                 265,            0.032323,           0.0093194,           0.0015197,             0.74296,             0.76506,               0.704,             0.33194,            0.041853,            0.013421,            0.013153,            0.001288,            0.001288,            0.001288
                 266,            0.032229,           0.0092277,            0.001605,             0.73937,             0.75288,             0.70006,             0.33317,            0.041858,            0.013422,            0.013075,            0.001255,            0.001255,            0.001255
                 267,            0.032882,            0.009686,           0.0014457,             0.75266,             0.74938,             0.74243,             0.34445,            0.041843,            0.013463,            0.013175,            0.001222,            0.001222,            0.001222
